construction,sentence,nonse_verb
resultative,He presented it psychological.,presented
resultative,She hoped it english.,hoped
resultative,She cautioned it par.,cautioned
resultative,She accounted it quick.,accounted
resultative,He dumped it held.,dumped
resultative,He felt it fine.,felt
resultative,She rushed it safe.,rushed
resultative,She passed it wholesale.,passed
resultative,She stayed it unprecedented.,stayed
resultative,He attended it musical.,attended
resultative,He fell it costly.,fell
resultative,He switched it intensive.,switched
resultative,He fell it emotional.,fell
resultative,He promised it likely.,promised
resultative,He asked it cooperative.,asked
resultative,He opposed it recreational.,opposed
resultative,He arrived it prolonged.,arrived
resultative,He created it executive.,created
resultative,She recorded it particular.,recorded
resultative,She sustained it rigid.,sustained
resultative,He increased it vast.,increased
resultative,He sustained it automatic.,sustained
resultative,She elected it triple.,elected
resultative,He had it subordinated.,had
resultative,She served it painful.,served
resultative,She reacted it intellectual.,reacted
resultative,She looked it increased.,looked
resultative,He halted it plain.,halted
resultative,He replied it discretionary.,replied
resultative,She launched it prime.,launched
resultative,She accounted it aware.,accounted
resultative,She averaged it persistent.,averaged
resultative,She voted it sure.,voted
resultative,He soared it %.,soared
resultative,She 'd it composite.,'d
resultative,He announced it dry.,announced
resultative,He estimated it capital.,estimated
resultative,She let it comparable.,let
resultative,She described it municipal.,described
resultative,He described it conscious.,described
resultative,He switched it out.,switched
resultative,She replied it specific.,replied
resultative,He provided it indian.,provided
resultative,He visited it japanese.,visited
resultative,She passed it widespread.,passed
resultative,He made it negative.,made
resultative,He exceeded it yellow.,exceeded
resultative,He felt it antitrust.,felt
resultative,She posted it limited.,posted
resultative,She cost it capable.,cost
resultative,She resulted it parental.,resulted
resultative,She started it exempt.,started
resultative,He met it psychological.,met
resultative,He paid it complicated.,paid
resultative,He named it independent.,named
resultative,She changed it fifth.,changed
resultative,She declared it russian.,declared
resultative,She thought it agricultural.,thought
resultative,He speculated it positive.,speculated
resultative,She opened it initial.,opened
resultative,He chose it passive.,chose
resultative,He suggested it new.,suggested
resultative,He felt it low.,felt
resultative,She produced it interesting.,produced
resultative,She watched it awful.,watched
resultative,He promised it useful.,promised
resultative,She played it judicial.,played
resultative,She assumed it nervous.,assumed
resultative,He was it prepared.,was
resultative,He emerged it average.,emerged
resultative,He described it unavailable.,described
resultative,She produced it blue.,produced
resultative,He wrote it imminent.,wrote
resultative,She withdrew it latter.,withdrew
resultative,He became it monetary.,became
resultative,She cleared it automotive.,cleared
resultative,She suggested it crazy.,suggested
resultative,She supported it responsible.,supported
resultative,He considered it legislative.,considered
resultative,He accused it anticipated.,accused
resultative,He fled it seventh.,fled
resultative,He speculated it important.,speculated
resultative,She suffered it enormous.,suffered
resultative,She ran it historical.,ran
resultative,He vowed it brief.,vowed
resultative,He realized it healthy.,realized
resultative,He fought it unhappy.,fought
resultative,She gained it powerful.,gained
resultative,She carried it antitrust.,carried
resultative,She lost it viable.,lost
resultative,He accounted it diagnostic.,accounted
resultative,She heard it permanent.,heard
resultative,She watched it reluctant.,watched
resultative,He spent it aware.,spent
resultative,He hit it ready.,hit
resultative,She led it exempt.,led
resultative,She interviewed it surprised.,interviewed
resultative,She questioned it giant.,questioned
resultative,He signed it ongoing.,signed
resultative,He attributed it excellent.,attributed
resultative,He figured it flat.,figured
resultative,She put it much.,put
resultative,She stayed it firm.,stayed
resultative,He pushed it committed.,pushed
resultative,She created it yellow.,created
resultative,He hoped it fiscal.,hoped
resultative,He looked it african.,looked
resultative,She assumed it taxable.,assumed
resultative,He recorded it vulnerable.,recorded
resultative,She acted it known.,acted
resultative,She killed it parental.,killed
resultative,He disclosed it continued.,disclosed
resultative,She totaled it tremendous.,totaled
resultative,He came it precious.,came
resultative,She formed it silver.,formed
resultative,She read it perfect.,read
resultative,He watched it strategic.,watched
resultative,She cautioned it realistic.,cautioned
resultative,He released it troubled.,released
resultative,She had it later.,had
resultative,He disclosed it big.,disclosed
resultative,He confirmed it constant.,confirmed
resultative,He reacted it suburban.,reacted
resultative,He widened it prolonged.,widened
resultative,She approved it third.,approved
resultative,He added it overseas.,added
resultative,She eased it reduced.,eased
resultative,She remained it big.,remained
resultative,He sent it vigorous.,sent
resultative,He accounted it overnight.,accounted
resultative,He let it striking.,let
resultative,He seemed it compatible.,seemed
resultative,She violated it reduced.,violated
resultative,She interviewed it inevitable.,interviewed
resultative,She expired it smooth.,expired
resultative,She extended it fresh.,extended
resultative,He sued it editorial.,sued
resultative,She charged it clinical.,charged
resultative,He formed it integrated.,formed
resultative,He were it critical.,were
resultative,She dominated it nicaraguan.,dominated
resultative,She operated it disproportionate.,operated
resultative,She sat it last.,sat
resultative,He planned it odd.,planned
resultative,He opposed it technical.,opposed
resultative,He passed it simple.,passed
resultative,She turned it soviet.,turned
resultative,He jumped it out.,jumped
resultative,She rolled it gross.,rolled
resultative,She carried it cubic.,carried
resultative,She bought it beneficial.,bought
resultative,She emphasized it mutual.,emphasized
resultative,She included it legal.,included
resultative,He remained it proposed.,remained
resultative,She attributed it collective.,attributed
resultative,He pushed it deep.,pushed
resultative,He exploded it la.,exploded
resultative,She wanted it passive.,wanted
resultative,She dumped it striking.,dumped
resultative,She announced it weak.,announced
resultative,He set it capable.,set
resultative,She responded it international.,responded
resultative,She had it prior.,had
resultative,She expired it crucial.,expired
resultative,He exceeded it aware.,exceeded
resultative,She exploded it even.,exploded
resultative,He faced it inner.,faced
resultative,He meant it ethical.,meant
resultative,He entered it national.,entered
resultative,He remained it equal.,remained
resultative,She led it ill.,led
resultative,He increased it latter.,increased
resultative,He developed it alternative.,developed
resultative,She bid it alive.,bid
resultative,He applied it small.,applied
resultative,She earned it bad.,earned
resultative,He released it asian.,released
resultative,She stood it adequate.,stood
resultative,He became it unfair.,became
resultative,He asked it idle.,asked
resultative,She placed it efficient.,placed
resultative,He inched it comparable.,inched
resultative,He shut it new.,shut
resultative,He claimed it formal.,claimed
resultative,He acquired it efficient.,acquired
resultative,She drove it prior.,drove
resultative,She drew it evident.,drew
resultative,She expected it ambitious.,expected
resultative,She concluded it huge.,concluded
resultative,She hit it simple.,hit
resultative,She edged it interesting.,edged
resultative,He contended it enormous.,contended
resultative,She meant it smart.,meant
resultative,He rebounded it independent.,rebounded
resultative,She lost it payable.,lost
resultative,She drove it potential.,drove
resultative,He continued it fifth.,continued
resultative,She slashed it previous.,slashed
resultative,She happened it pro-choice.,happened
resultative,He looked it unexpected.,looked
resultative,She spent it comprehensive.,spent
